D:\anaconda3\python.exe E:/zhangxirui/RAFT/train.py 
Namespace(name='raft-kitti', stage='kitti', restore_ckpt='checkpoints/raft-sintel.pth', small=False, validation=['kitti'], lr=0.0001, num_steps=120000, batch_size=8, image_size=[288, 960], gpus=[0], mixed_precision=True, iters=12, wdecay=1e-05, epsilon=1e-08, clip=1.0, dropout=0.0, gamma=0.85, add_noise=False)
Parameter Count: 10584674
Training with 200 image pairs
D:\anaconda3\lib\site-packages\torch\functional.py:445: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at  ..\aten\src\ATen\native\TensorShape.cpp:2157.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
[ 16700,  0.0000906]     0.8816,     0.9728,     0.9872,     0.5767, 
[ 16800,  0.0000905]     0.8837,     0.9719,     0.9864,     0.5832, 
[ 16900,  0.0000905]     0.8851,     0.9734,     0.9872,     0.5739, 
[ 17000,  0.0000904]     0.8866,     0.9725,     0.9865,     0.5780, 
[ 17100,  0.0000903]     0.8825,     0.9720,     0.9863,     0.5848, 
[ 17200,  0.0000902]     0.8832,     0.9720,     0.9864,     0.5870, 
[ 17300,  0.0000901]     0.8843,     0.9725,     0.9868,     0.5782, 
[ 17400,  0.0000900]     0.8807,     0.9721,     0.9869,     0.5820, 
[ 17500,  0.0000899]     0.8827,     0.9719,     0.9867,     0.5845, 
Validation KITTI: 0.814097, 2.293458
[ 17600,  0.0000898]     0.8860,     0.9724,     0.9866,     0.5735, 
[ 17700,  0.0000897]     0.8844,     0.9727,     0.9874,     0.5665, 
[ 17800,  0.0000897]     0.8831,     0.9719,     0.9867,     0.5790, 
[ 17900,  0.0000896]     0.8844,     0.9729,     0.9871,     0.5721, 
[ 18000,  0.0000895]     0.8831,     0.9713,     0.9863,     0.5829, 
[ 18100,  0.0000894]     0.8835,     0.9721,     0.9867,     0.5817, 
[ 18200,  0.0000893]     0.8838,     0.9720,     0.9866,     0.5745, 
[ 18300,  0.0000892]     0.8861,     0.9725,     0.9868,     0.5694, 
[ 18400,  0.0000891]     0.8876,     0.9736,     0.9872,     0.5668, 
[ 18500,  0.0000890]     0.8886,     0.9738,     0.9873,     0.5612, 
[ 18600,  0.0000890]     0.8869,     0.9736,     0.9875,     0.5619, 
[ 18700,  0.0000889]     0.8868,     0.9744,     0.9879,     0.5614, 
[ 18800,  0.0000888]     0.8863,     0.9732,     0.9872,     0.5651, 
[ 18900,  0.0000887]     0.8864,     0.9733,     0.9873,     0.5644, 
[ 19000,  0.0000886]     0.8869,     0.9731,     0.9874,     0.5551, 
[ 19100,  0.0000885]     0.8884,     0.9734,     0.9871,     0.5612, 
[ 19200,  0.0000884]     0.8891,     0.9740,     0.9876,     0.5594, 
[ 19300,  0.0000883]     0.8877,     0.9733,     0.9872,     0.5575, 
[ 19400,  0.0000883]     0.8880,     0.9734,     0.9871,     0.5603, 
[ 19500,  0.0000882]     0.8853,     0.9731,     0.9874,     0.5642, 
[ 19600,  0.0000881]     0.8878,     0.9730,     0.9872,     0.5607, 
[ 19700,  0.0000880]     0.8868,     0.9736,     0.9875,     0.5604, 
[ 19800,  0.0000879]     0.8890,     0.9751,     0.9885,     0.5453, 
[ 19900,  0.0000878]     0.8859,     0.9735,     0.9876,     0.5563, 
[ 20000,  0.0000877]     0.8896,     0.9741,     0.9875,     0.5561, 
Validation KITTI: 0.737953, 1.892334
[ 20100,  0.0000876]     0.8892,     0.9736,     0.9872,     0.5623, 
[ 20200,  0.0000876]     0.8891,     0.9739,     0.9877,     0.5505, 
[ 20300,  0.0000875]     0.8904,     0.9748,     0.9881,     0.5447, 
[ 20400,  0.0000874]     0.8882,     0.9736,     0.9874,     0.5591, 
[ 20500,  0.0000873]     0.8904,     0.9749,     0.9883,     0.5443, 
[ 20600,  0.0000872]     0.8902,     0.9749,     0.9883,     0.5463, 
[ 20700,  0.0000871]     0.8888,     0.9740,     0.9874,     0.5543, 
[ 20800,  0.0000870]     0.8905,     0.9744,     0.9876,     0.5490, 
[ 20900,  0.0000869]     0.8895,     0.9741,     0.9877,     0.5453, 
[ 21000,  0.0000869]     0.8917,     0.9751,     0.9882,     0.5388, 
[ 21100,  0.0000868]     0.8904,     0.9750,     0.9882,     0.5435, 
[ 21200,  0.0000867]     0.8880,     0.9743,     0.9879,     0.5524, 
[ 21300,  0.0000866]     0.8884,     0.9739,     0.9877,     0.5516, 
[ 21400,  0.0000865]     0.8911,     0.9757,     0.9884,     0.5387, 
[ 21500,  0.0000864]     0.8896,     0.9747,     0.9883,     0.5415, 
[ 21600,  0.0000863]     0.8926,     0.9751,     0.9880,     0.5420, 
[ 21700,  0.0000862]     0.8895,     0.9745,     0.9879,     0.5456, 
[ 21800,  0.0000862]     0.8896,     0.9747,     0.9879,     0.5514, 
[ 21900,  0.0000861]     0.8921,     0.9750,     0.9882,     0.5404, 
[ 22000,  0.0000860]     0.8891,     0.9741,     0.9880,     0.5429, 
[ 22100,  0.0000859]     0.8901,     0.9743,     0.9878,     0.5481, 
[ 22200,  0.0000858]     0.8908,     0.9756,     0.9886,     0.5388, 
[ 22300,  0.0000857]     0.8903,     0.9755,     0.9887,     0.5368, 
