D:\anaconda3\python.exe E:/zhangxirui/RAFT/train.py 
Namespace(name='raft-sintel', stage='sintel', restore_ckpt='checkpoints/raft-name.pth', small=False, validation=['sintel'], lr=0.0001, num_steps=120000, batch_size=8, image_size=[368, 768], gpus=[0], mixed_precision=True, iters=12, wdecay=1e-05, epsilon=1e-08, clip=1.0, dropout=0.0, gamma=0.85, add_noise=False)
Parameter Count: 10584674
Training with 208200 image pairs
D:\anaconda3\lib\site-packages\torch\functional.py:445: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at  ..\aten\src\ATen\native\TensorShape.cpp:2157.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
D:\anaconda3\lib\site-packages\torch\optim\lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
[ 10600,  0.0000960]     0.8631,     0.9317,     0.9501,     1.9660, 
[ 10700,  0.0000959]     0.8673,     0.9380,     0.9558,     1.7307, 
[ 10800,  0.0000958]     0.8553,     0.9276,     0.9471,     2.2030, 
[ 10900,  0.0000957]     0.8614,     0.9279,     0.9461,     2.4240, 
[ 11000,  0.0000956]     0.8648,     0.9313,     0.9480,     2.2580, 
[ 11100,  0.0000955]     0.8705,     0.9378,     0.9548,     1.6708, 
[ 11200,  0.0000954]     0.8664,     0.9331,     0.9510,     1.7816, 
[ 11300,  0.0000954]     0.8552,     0.9293,     0.9487,     2.2106, 
[ 11400,  0.0000953]     0.8625,     0.9295,     0.9466,     2.2620, 
[ 11500,  0.0000952]     0.8624,     0.9306,     0.9500,     1.9297, 
[ 11600,  0.0000951]     0.8694,     0.9370,     0.9542,     1.7882, 
[ 11700,  0.0000950]     0.8583,     0.9268,     0.9451,     2.2337, 
[ 11800,  0.0000949]     0.8658,     0.9335,     0.9516,     1.9251, 
[ 11900,  0.0000948]     0.8643,     0.9323,     0.9503,     1.8294, 
[ 12000,  0.0000947]     0.8568,     0.9286,     0.9475,     1.8811, 
[ 12100,  0.0000947]     0.8643,     0.9342,     0.9524,     1.7260, 
[ 12200,  0.0000946]     0.8583,     0.9277,     0.9471,     2.1875, 
[ 12300,  0.0000945]     0.8704,     0.9371,     0.9535,     2.1260, 
[ 12400,  0.0000944]     0.8649,     0.9325,     0.9504,     1.9248, 
[ 12500,  0.0000943]     0.8737,     0.9368,     0.9536,     1.7370, 
[ 12600,  0.0000942]     0.8676,     0.9344,     0.9523,     1.6087, 
[ 12700,  0.0000941]     0.8616,     0.9331,     0.9522,     1.5584, 
[ 12800,  0.0000940]     0.8777,     0.9420,     0.9591,     1.3438, 
[ 12900,  0.0000940]     0.8736,     0.9385,     0.9549,     1.7288, 
[ 13000,  0.0000939]     0.8592,     0.9301,     0.9494,     1.8676, 
[ 13100,  0.0000938]     0.8620,     0.9315,     0.9494,     1.8649, 
[ 13200,  0.0000937]     0.8608,     0.9295,     0.9469,     1.7841, 
[ 13300,  0.0000936]     0.8540,     0.9270,     0.9453,     2.0718, 
[ 13400,  0.0000935]     0.8723,     0.9383,     0.9553,     1.6826, 
[ 13500,  0.0000934]     0.8732,     0.9369,     0.9538,     1.6756, 
[ 13600,  0.0000933]     0.8691,     0.9362,     0.9541,     1.5778, 
[ 13700,  0.0000933]     0.8687,     0.9379,     0.9558,     1.6114, 
[ 13800,  0.0000932]     0.8583,     0.9281,     0.9478,     2.1875, 
[ 13900,  0.0000931]     0.8794,     0.9419,     0.9579,     1.5849, 
[ 14000,  0.0000930]     0.8781,     0.9420,     0.9586,     2.0502, 
[ 14100,  0.0000929]     0.8699,     0.9377,     0.9550,     1.6863, 
[ 14200,  0.0000928]     0.8742,     0.9376,     0.9546,     1.6053, 
[ 14300,  0.0000927]     0.8696,     0.9370,     0.9541,     1.9045, 
[ 14400,  0.0000926]     0.8671,     0.9363,     0.9543,     1.5451, 
[ 14500,  0.0000926]     0.8666,     0.9322,     0.9503,     2.0290, 
[ 14600,  0.0000925]     0.8697,     0.9348,     0.9516,     1.8022, 
[ 14700,  0.0000924]     0.8631,     0.9322,     0.9494,     1.9971, 
[ 14800,  0.0000923]     0.8770,     0.9392,     0.9550,     1.6313, 
[ 14900,  0.0000922]     0.8652,     0.9340,     0.9522,     2.0293, 
[ 15000,  0.0000921]     0.8639,     0.9340,     0.9517,     1.7557, 
Validation (clean) EPE: 0.945895, 1px: 0.914234, 3px: 0.963794, 5px: 0.975008
Validation (final) EPE: 1.647557, 1px: 0.874815, 3px: 0.938442, 5px: 0.956450
[ 15100,  0.0000920]     0.8697,     0.9380,     0.9560,     1.7522, 
[ 15200,  0.0000919]     0.8688,     0.9378,     0.9548,     1.7226, 
[ 15300,  0.0000919]     0.8564,     0.9277,     0.9474,     2.1100, 
[ 15400,  0.0000918]     0.8687,     0.9369,     0.9549,     1.5063, 
[ 15500,  0.0000917]     0.8725,     0.9393,     0.9563,     1.5269, 
[ 15600,  0.0000916]     0.8558,     0.9274,     0.9472,     2.0228, 
[ 15700,  0.0000915]     0.8749,     0.9414,     0.9579,     1.5869, 
[ 15800,  0.0000914]     0.8689,     0.9364,     0.9539,     1.7598, 
[ 15900,  0.0000913]     0.8600,     0.9298,     0.9492,     1.9077, 
[ 16000,  0.0000912]     0.8683,     0.9354,     0.9525,     1.7158, 
[ 16100,  0.0000912]     0.8649,     0.9325,     0.9503,     2.0387, 
[ 16200,  0.0000911]     0.8602,     0.9304,     0.9492,     2.0533, 
[ 16300,  0.0000910]     0.8797,     0.9432,     0.9593,     1.5834, 
[ 16400,  0.0000909]     0.8506,     0.9238,     0.9440,     1.9295, 
[ 16500,  0.0000908]     0.8598,     0.9337,     0.9529,     1.6708, 
[ 16600,  0.0000907]     0.8598,     0.9287,     0.9474,     1.8688, 
[ 16700,  0.0000906]     0.8736,     0.9389,     0.9563,     1.4161, 
[ 16800,  0.0000905]     0.8551,     0.9257,     0.9448,     2.1898, 
[ 16900,  0.0000905]     0.8651,     0.9336,     0.9521,     1.5857, 
[ 17000,  0.0000904]     0.8785,     0.9441,     0.9600,     1.4374, 
[ 17100,  0.0000903]     0.8479,     0.9223,     0.9437,     1.9459, 
[ 17200,  0.0000902]     0.8691,     0.9359,     0.9532,     1.6956, 
[ 17300,  0.0000901]     0.8649,     0.9324,     0.9505,     2.0529, 
[ 17400,  0.0000900]     0.8804,     0.9429,     0.9591,     1.4697, 
[ 17500,  0.0000899]     0.8749,     0.9387,     0.9553,     1.7090, 
[ 17600,  0.0000898]     0.8664,     0.9340,     0.9524,     1.7150, 
[ 17700,  0.0000897]     0.8672,     0.9374,     0.9549,     1.8174, 
[ 17800,  0.0000897]     0.8759,     0.9416,     0.9581,     1.6085, 
[ 17900,  0.0000896]     0.8723,     0.9398,     0.9580,     1.4330, 
[ 18000,  0.0000895]     0.8707,     0.9380,     0.9560,     1.7022, 
[ 18100,  0.0000894]     0.8713,     0.9378,     0.9556,     1.5063, 
[ 18200,  0.0000893]     0.8672,     0.9375,     0.9553,     1.7128, 
[ 18300,  0.0000892]     0.8773,     0.9415,     0.9579,     1.6575, 
[ 18400,  0.0000891]     0.8682,     0.9356,     0.9535,     1.8791, 
[ 18500,  0.0000890]     0.8483,     0.9199,     0.9404,     2.4595, 
[ 18600,  0.0000890]     0.8740,     0.9397,     0.9560,     1.7103, 
[ 18700,  0.0000889]     0.8691,     0.9381,     0.9560,     1.5134, 
[ 18800,  0.0000888]     0.8692,     0.9381,     0.9552,     1.6958, 
[ 18900,  0.0000887]     0.8650,     0.9331,     0.9501,     1.8974, 
[ 19000,  0.0000886]     0.8724,     0.9378,     0.9559,     1.8672, 
[ 19100,  0.0000885]     0.8742,     0.9407,     0.9573,     1.4390, 
[ 19200,  0.0000884]     0.8798,     0.9407,     0.9574,     1.4295, 
[ 19300,  0.0000883]     0.8719,     0.9384,     0.9558,     1.5357, 
[ 19400,  0.0000883]     0.8781,     0.9411,     0.9571,     1.5926, 
[ 19500,  0.0000882]     0.8587,     0.9260,     0.9445,     1.9363, 
[ 19600,  0.0000881]     0.8640,     0.9317,     0.9500,     1.8500, 
[ 19700,  0.0000880]     0.8632,     0.9305,     0.9483,     1.8469, 
[ 19800,  0.0000879]     0.8674,     0.9363,     0.9544,     1.6193, 
[ 19900,  0.0000878]     0.8673,     0.9345,     0.9531,     1.7547, 
[ 20000,  0.0000877]     0.8578,     0.9287,     0.9480,     1.9793, 
Validation (clean) EPE: 0.854229, 1px: 0.915783, 3px: 0.964535, 5px: 0.975915
Validation (final) EPE: 1.466010, 1px: 0.877493, 3px: 0.940218, 5px: 0.958099
[ 20100,  0.0000876]     0.8600,     0.9303,     0.9492,     1.8747, 
[ 20200,  0.0000876]     0.8753,     0.9389,     0.9561,     1.5681, 
[ 20300,  0.0000875]     0.8749,     0.9398,     0.9571,     1.7288, 
[ 20400,  0.0000874]     0.8690,     0.9360,     0.9542,     1.6252, 
[ 20500,  0.0000873]     0.8646,     0.9326,     0.9517,     1.5396, 
[ 20600,  0.0000872]     0.8587,     0.9292,     0.9488,     2.1771, 
[ 20700,  0.0000871]     0.8701,     0.9369,     0.9546,     1.6279, 
[ 20800,  0.0000870]     0.8763,     0.9416,     0.9588,     1.4048, 
[ 20900,  0.0000869]     0.8707,     0.9373,     0.9548,     1.6299, 
[ 21000,  0.0000869]     0.8685,     0.9329,     0.9508,     1.6548, 
[ 21100,  0.0000868]     0.8799,     0.9446,     0.9617,     1.2860, 
[ 21200,  0.0000867]     0.8734,     0.9389,     0.9559,     1.5047, 
[ 21300,  0.0000866]     0.8571,     0.9286,     0.9481,     1.7391, 
[ 21400,  0.0000865]     0.8496,     0.9262,     0.9476,     1.8423, 
[ 21500,  0.0000864]     0.8730,     0.9398,     0.9572,     1.5249, 
[ 21600,  0.0000863]     0.8653,     0.9323,     0.9504,     1.8927, 
[ 21700,  0.0000862]     0.8696,     0.9356,     0.9534,     1.5323, 
[ 21800,  0.0000862]     0.8818,     0.9456,     0.9622,     1.1953, 
[ 21900,  0.0000861]     0.8722,     0.9383,     0.9551,     1.6730, 
[ 22000,  0.0000860]     0.8760,     0.9400,     0.9572,     1.5080, 
[ 22100,  0.0000859]     0.8762,     0.9425,     0.9596,     1.4801, 
[ 22200,  0.0000858]     0.8648,     0.9363,     0.9548,     1.5514, 
[ 22300,  0.0000857]     0.8750,     0.9407,     0.9581,     1.5727, 
[ 22400,  0.0000856]     0.8675,     0.9346,     0.9520,     1.6898, 
[ 22500,  0.0000855]     0.8647,     0.9319,     0.9510,     1.6920, 
[ 22600,  0.0000855]     0.8673,     0.9354,     0.9535,     1.7158, 
[ 22700,  0.0000854]     0.8693,     0.9362,     0.9539,     1.4709, 
[ 22800,  0.0000853]     0.8871,     0.9453,     0.9604,     1.5005, 
[ 22900,  0.0000852]     0.8753,     0.9385,     0.9549,     1.6593, 
[ 23000,  0.0000851]     0.8650,     0.9344,     0.9527,     1.5739, 
[ 23100,  0.0000850]     0.8675,     0.9339,     0.9532,     1.6998, 
[ 23200,  0.0000849]     0.8713,     0.9375,     0.9553,     1.5056, 
[ 23300,  0.0000848]     0.8721,     0.9385,     0.9558,     1.6652, 
[ 23400,  0.0000848]     0.8721,     0.9409,     0.9586,     1.4254, 
[ 23500,  0.0000847]     0.8720,     0.9361,     0.9526,     1.8386, 
[ 23600,  0.0000846]     0.8753,     0.9406,     0.9584,     1.4224, 
[ 23700,  0.0000845]     0.8730,     0.9398,     0.9576,     1.3838, 
[ 23800,  0.0000844]     0.8796,     0.9439,     0.9606,     1.3315, 
[ 23900,  0.0000843]     0.8723,     0.9368,     0.9537,     1.8139, 
[ 24000,  0.0000842]     0.8694,     0.9332,     0.9511,     1.8156, 
[ 24100,  0.0000841]     0.8724,     0.9368,     0.9542,     1.7559, 
[ 24200,  0.0000841]     0.8553,     0.9290,     0.9487,     1.7794, 
[ 24300,  0.0000840]     0.8737,     0.9417,     0.9594,     1.3967, 
[ 24400,  0.0000839]     0.8806,     0.9444,     0.9612,     1.3595, 
[ 24500,  0.0000838]     0.8711,     0.9371,     0.9552,     1.6088, 
[ 24600,  0.0000837]     0.8577,     0.9276,     0.9479,     1.8340, 
[ 24700,  0.0000836]     0.8613,     0.9317,     0.9506,     1.7134, 
[ 24800,  0.0000835]     0.8782,     0.9421,     0.9583,     1.4563, 
[ 24900,  0.0000834]     0.8665,     0.9362,     0.9546,     1.5645, 
[ 25000,  0.0000834]     0.8761,     0.9416,     0.9583,     1.4210, 
Validation (clean) EPE: 0.804889, 1px: 0.917778, 3px: 0.965930, 5px: 0.977092
Validation (final) EPE: 1.376545, 1px: 0.879935, 3px: 0.941958, 5px: 0.959876
[ 25100,  0.0000833]     0.8681,     0.9376,     0.9562,     1.7249, 
[ 25200,  0.0000832]     0.8741,     0.9397,     0.9571,     1.4541, 
[ 25300,  0.0000831]     0.8812,     0.9431,     0.9592,     1.7252, 
[ 25400,  0.0000830]     0.8745,     0.9386,     0.9569,     1.3672, 
[ 25500,  0.0000829]     0.8913,     0.9489,     0.9632,     1.3687, 
[ 25600,  0.0000828]     0.8746,     0.9428,     0.9594,     1.5276, 
[ 25700,  0.0000827]     0.8771,     0.9428,     0.9591,     1.4883, 
[ 25800,  0.0000827]     0.8666,     0.9346,     0.9533,     1.5767, 
[ 25900,  0.0000826]     0.8663,     0.9363,     0.9548,     1.5076, 
[ 26000,  0.0000825]     0.8767,     0.9417,     0.9583,     1.5762, 
[ 26100,  0.0000824]     0.8813,     0.9441,     0.9606,     1.4525, 
[ 26200,  0.0000823]     0.8619,     0.9308,     0.9490,     1.7116, 
[ 26300,  0.0000822]     0.8786,     0.9432,     0.9595,     1.3991, 
[ 26400,  0.0000821]     0.8754,     0.9393,     0.9565,     1.3473, 
[ 26500,  0.0000820]     0.8672,     0.9341,     0.9528,     1.6362, 
[ 26600,  0.0000819]     0.8725,     0.9375,     0.9552,     1.4561, 
[ 26700,  0.0000819]     0.8661,     0.9323,     0.9500,     1.9328, 
[ 26800,  0.0000818]     0.8813,     0.9442,     0.9616,     1.3041, 
[ 26900,  0.0000817]     0.8723,     0.9402,     0.9578,     1.6697, 
[ 27000,  0.0000816]     0.8710,     0.9352,     0.9516,     1.9266, 
[ 27100,  0.0000815]     0.8772,     0.9436,     0.9613,     1.3353, 
[ 27200,  0.0000814]     0.8758,     0.9401,     0.9569,     1.5122, 
[ 27300,  0.0000813]     0.8674,     0.9342,     0.9523,     1.7999, 
[ 27400,  0.0000812]     0.8710,     0.9376,     0.9557,     1.4794, 
